0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,0,-1,227,500,467,-1,153,120,134,265,196,234,-1,189,215,226,591,452,396,470,349,336,-1,252,164,203,150,293,472,482,432,445,451,463
-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,153,-1,0,349,316,-1,-1,36,59,129,45,95,-1,45,66,77,450,330,249,373,365,363,-1,213,146,214,303,346,328,338,288,301,307,319
-1,-1,164,-1,81,0,329,-1,146,100,133,260,179,231,-1,185,207,171,427,318,252,314,193,187,-1,99,-1,141,314,133,466,476,426,439,445,457
-1,-1,189,-1,237,363,0,-1,45,89,60,86,85,55,-1,-1,32,86,464,344,270,379,388,386,-1,252,185,256,339,353,277,287,237,250,256,268
-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,198,-1,243,349,327,-1,0,121,73,74,68,45,-1,12,24,80,458,318,269,379,388,386,-1,263,194,268,348,353,273,283,233,246,252,264
-1,-1,203,-1,74,508,473,-1,214,0,204,331,257,306,-1,256,279,312,571,462,393,451,330,324,-1,93,141,-1,353,270,539,549,499,512,518,530
-1,-1,203,-1,255,365,343,-1,64,78,0,92,80,37,-1,23,51,110,474,334,284,391,400,398,-1,274,205,272,353,365,294,304,254,267,273,285
-1,-1,215,-1,262,336,305,-1,66,97,97,0,45,76,-1,32,-1,61,437,289,237,345,354,352,-1,278,207,279,365,319,267,277,227,240,246,258
-1,-1,223,-1,147,300,263,-1,170,160,186,224,0,242,-1,195,160,111,378,251,191,260,169,162,-1,165,65,208,373,116,426,436,386,399,405,417
-1,-1,226,-1,256,276,245,-1,77,112,129,126,28,0,-1,86,61,-1,377,229,139,250,259,257,-1,274,171,312,376,224,321,331,281,294,300,312
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,234,-1,282,342,372,-1,95,138,109,49,125,-1,-1,0,76,140,452,386,316,422,431,429,-1,299,231,306,384,396,249,259,209,222,228,240
-1,-1,252,-1,26,464,429,-1,213,169,201,328,280,299,-1,252,0,274,527,419,354,408,287,281,-1,-1,99,93,402,227,535,-1,495,508,514,526
-1,-1,265,-1,310,304,332,-1,129,160,151,-1,108,49,-1,86,64,0,405,346,300,404,413,411,-1,328,260,331,415,378,193,203,153,166,172,184
-1,-1,288,-1,206,408,370,-1,371,220,263,372,216,390,-1,347,313,218,0,357,336,192,66,58,-1,229,135,272,438,19,568,578,528,541,547,559
-1,-1,293,-1,209,385,347,-1,346,225,268,378,225,396,-1,353,319,224,426,0,314,175,58,47,-1,227,133,270,443,-1,543,553,503,516,522,534
-1,-1,297,-1,348,265,298,-1,161,207,176,45,152,82,-1,117,110,172,380,312,0,426,457,455,-1,367,300,371,447,439,169,179,129,142,148,160
-1,-1,298,-1,221,294,257,-1,204,237,260,261,150,278,-1,231,199,120,330,245,169,0,142,135,-1,240,138,280,448,90,430,440,390,403,409,421
-1,-1,319,-1,238,407,369,-1,301,254,289,261,248,387,-1,339,309,247,436,356,325,178,0,29,-1,260,166,303,469,33,564,574,524,537,543,555
-1,-1,336,-1,259,402,364,-1,363,276,310,411,269,429,-1,386,352,257,412,351,304,152,7,0,-1,281,187,324,486,47,560,570,520,533,539,551
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,369,-1,481,201,230,-1,228,303,237,101,228,142,-1,183,160,202,313,243,265,400,437,435,-1,0,395,539,519,416,153,163,113,126,132,144
-1,-1,370,-1,291,268,230,-1,270,309,320,306,221,324,-1,281,247,152,258,217,125,110,146,143,-1,315,0,358,520,133,458,468,418,431,437,449
-1,-1,396,-1,335,139,102,-1,249,277,300,300,200,316,-1,270,237,139,189,90,-1,171,287,304,-1,354,252,0,546,314,381,391,341,354,360,372
-1,-1,400,-1,320,380,342,-1,417,334,370,445,325,463,-1,420,386,291,323,329,211,68,78,88,-1,338,244,381,0,108,575,585,535,548,554,566
-1,-1,400,-1,443,282,311,-1,256,291,270,121,239,177,-1,205,195,249,394,324,309,461,487,488,-1,463,394,467,550,0,-1,-1,-1,-1,-1,-1
-1,-1,424,-1,476,120,152,-1,304,306,313,177,226,221,-1,259,239,200,240,165,265,406,443,441,-1,491,390,534,574,422,0,239,189,202,208,220
-1,-1,432,-1,475,314,343,-1,288,323,302,153,271,209,-1,237,227,281,426,356,341,493,519,520,-1,495,426,499,582,503,-1,0,-1,-1,-1,-1
-1,-1,445,-1,488,327,356,-1,301,336,315,166,284,222,-1,250,240,294,439,369,354,506,532,533,-1,508,439,512,595,516,-1,-1,0,-1,-1,-1
-1,-1,451,-1,494,333,362,-1,307,342,321,172,290,228,-1,256,246,300,445,375,360,512,538,539,-1,514,445,518,601,522,-1,-1,-1,0,-1,-1
-1,-1,452,-1,404,49,13,-1,330,332,379,346,255,386,-1,344,289,229,145,-1,90,261,351,351,-1,419,318,462,602,334,396,406,356,369,0,387
-1,-1,463,-1,506,345,374,-1,319,354,333,184,302,240,-1,268,258,312,457,387,372,524,550,551,-1,526,457,530,613,534,-1,-1,-1,-1,-1,0
